user_id,name,total_income,total_expense,total_investment,current_investment_value,total_target_amount,current_savings,total_budget,net_savings,savings_rate,investment_rate,budget_utilization,investment_profit,goal_completion,saving_score,investment_score,goal_score,profit_score,budget_score,financial_health_score,health_category
107,Lila Barad,3133537.0,1628701.0,1536056.0,1610336.18,2116290.0,2031318.0,242911.0,1504836.0,48.02,49.02,670.4928965752889,74280.17999999993,95.98,77.70159719516947,10.44356385018535,98.78550843968712,16.52010186355512,95.41164743038058,65.89,Good
108,Naksh Khosla,2192345.0,991893.0,1095455.0,1294598.56,785625.0,150037.0,226844.0,1200452.0,54.76,49.97,437.2577630442066,199143.56000000008,19.1,82.9528632645111,10.645958498444756,19.65829559489502,28.48082011944109,97.00773447280714,53.2,Average
109,Elijah Munshi,1761124.0,1103063.0,0.0,0.0,1336632.0,564919.0,214867.0,658061.0,37.37,0.0,513.3701312905192,0.0,42.26,69.40397350993378,0.0,43.49526554137505,9.404770651341462,96.48687827551322,49.76,Average
110,Anvi Ahluwalia,3004977.0,1620724.0,713680.0,1068611.8,929384.0,564411.0,191750.0,1384253.0,46.07,23.75,845.2276401564537,354931.80000000005,60.73,76.18231398519674,5.059866206485151,62.505146150679295,43.40384435777537,94.21589336078858,59.55,Average
111,Hitesh Pradhan,2484466.0,1088528.0,1125317.0,1254146.5799999998,901956.0,443675.0,31591.0,1395938.0,56.19,45.29,3445.6902282295587,128829.57999999984,49.19,84.06700428515778,9.648898547019472,50.627830382873604,21.745412954986605,76.4202697842686,54.73,Average
112,Devansh Nair,1222937.0,523230.0,717843.0,854917.27,177997.0,35061.0,270439.0,699707.0,57.22,58.7,193.47431398577868,137074.27000000002,19.7,84.86949746786132,12.505858792449615,20.275833676410045,22.53517544737727,98.67600630779789,54.01,Average
113,Lekha Anne,838508.0,688346.0,1852075.0,2395818.73,194416.0,165949.0,137690.0,150162.0,17.91,220.88,499.9244680078437,543743.73,85.36,54.24230619400079,47.05782095530274,87.85508439687113,61.49022243019389,96.57889035198475,68.72,Good
114,Geetika Sridhar,4320473.0,1386284.0,579416.0,916928.99,0.0,0.0,177933.0,2934189.0,67.91,13.41,779.1044943883372,337512.99,0.0,93.19828593689132,2.856960245430142,0.0,41.7352888632596,94.66839078074058,51.64,Average
115,Janaki Puri,825874.0,511625.0,628812.0,867028.64,651291.0,151166.0,87875.0,314249.0,38.05,76.14,582.2190611664296,238216.64,23.21,69.93377483443707,16.221398440495975,23.888431453272954,32.223647690420606,96.01572762511076,51.43,Average
116,Falan Srinivasan,1127479.0,457882.0,787870.0,892601.4299999999,2984335.0,1579475.0,359475.0,669597.0,59.39,69.88,127.3751999443633,104731.42999999992,52.93,86.56018698870277,14.88772423196557,54.477151090983945,19.437040535162016,99.12833927256249,61.61,Good
117,Hritik Bhandari,2659325.0,2102044.0,1771352.0,2266561.98,838853.0,654424.0,151971.0,557281.0,20.96,66.61,1383.1875818412725,495209.98,78.01,56.6186209583171,14.19106054795688,80.29024289831207,56.84115310617266,90.5344973409507,59.67,Average
118,Ethan Master,2747106.0,958340.0,623506.0,824776.36,746804.0,669727.0,87396.0,1788766.0,65.11,22.7,1096.5490411460478,201270.36,89.68,91.01675107128943,4.836166858408965,92.30135858377935,28.68454722971648,92.49603741314027,68.1,Good
119,Bhavika Narasimhan,1436756.0,1067896.0,862105.0,989625.78,714333.0,113110.0,68923.0,368860.0,25.67,60.0,1549.4044078174195,127520.78000000004,15.83,60.28827425009739,12.782819890067747,16.292713050638124,21.620042425586384,89.39703353711754,43.94,Average
120,Shravya Khalsa,2152654.0,1454182.0,1473214.0,1739340.9300000002,1975949.0,903551.0,23056.0,698472.0,32.45,68.44,6307.173837612769,266126.93000000017,45.73,65.57070510323335,14.580936554603946,47.06669411280362,34.89718668263813,56.83841330361162,46.86,Average
121,Wriddhish Goel,1361962.0,322415.0,818126.0,836178.63,1957549.0,794599.0,129218.0,1039547.0,76.33,60.07,249.51245182559708,18052.630000000005,40.59,99.75847292559408,12.797733179939494,41.776451214491566,11.13404004327811,98.29252314926283,61.61,Good
122,Ranveer Sanghvi,1565386.0,1051416.0,863113.0,1250959.35,569449.0,306739.0,184143.0,513970.0,32.83,55.14,570.9779899317379,387846.3500000001,53.87,65.86677054927931,11.74741147897226,55.444627418690814,46.55674362311058,96.09265312029262,57.07,Average
123,Sai Setty,2965061.0,1013852.0,1163784.0,1400701.58,1455845.0,675541.0,244765.0,1951209.0,65.81,39.25,414.2144505954692,236917.58000000007,46.4,91.56213478768991,8.362094678085986,47.756278303828736,32.09921015991734,97.16542569135211,61.34,Good
124,Baghyawati Sandhu,2355469.0,1506738.0,279157.0,311223.29,0.0,0.0,85995.0,848731.0,36.03,11.85,1752.1227978370837,32066.28999999998,0.0,68.35995325282433,2.5246069282883803,0.0,12.476414717051787,88.0097802932625,39.86,Poor
125,Imaran Buch,1220319.0,614403.0,1249737.0,1390424.27,2146202.0,837768.0,122537.0,605916.0,49.65,102.41,501.4020255106621,140687.27000000002,39.03,78.9715621347877,21.81814308236397,40.170852202552496,22.881266311316047,96.56877905207473,57.69,Average
126,Chakradev Wadhwa,1047510.0,389789.0,691647.0,723923.15,380348.0,156060.0,185790.0,657721.0,62.79,66.03,209.80085042252003,32276.150000000023,41.03,89.20919361121933,14.06749328901956,42.22931247426925,12.496517299035236,98.56427968728462,58.98,Average
127,Yahvi Raman,1761207.0,1093782.0,1146812.0,1235691.47,1278110.0,534882.0,130050.0,667425.0,37.9,65.12,841.0472895040369,88879.46999999997,41.85,69.81690689520842,13.873620520686863,43.07328118567312,17.91857429338982,94.24450055820395,52.98,Average
128,Ethan Bhandari,965761.0,497611.0,942030.0,1312952.07,0.0,0.0,26827.0,468150.0,48.47,97.54,1854.888731501845,370922.07000000007,0.0,78.05220101285548,20.780604201286806,0.0,44.935559375465466,87.30652700272282,49.53,Average
129,Eta Sekhon,1280394.0,1126011.0,809939.0,946431.76,1037929.0,680433.0,137961.0,154383.0,12.06,63.26,816.1806597516689,136492.76,65.56,49.68445656408259,13.477353104094764,67.47632770687527,22.47947234793386,94.41466919847565,52.23,Average
130,Balhaar Hayre,1310383.0,549975.0,160302.0,153904.71,4456227.0,3196528.0,229626.0,760408.0,58.03,12.23,239.5090277233414,-6397.290000000008,71.73,85.50058433969615,2.605564787592143,73.82667764512145,8.791971419963962,98.36097911191213,61.49,Good
131,Oscar Sule,1432390.0,464848.0,1472701.0,1740562.72,2390820.0,2117155.0,87051.0,967542.0,67.55,102.81,533.995014416836,267861.72,88.55,92.91780288274249,21.90336188163109,91.13832853025937,35.06336298207136,96.34573698084165,73.26,Good
132,Faraj Sha,2286148.0,1375584.0,1470197.0,1824718.45,535615.0,74364.0,60406.0,910564.0,39.83,64.31,2277.230738668344,354521.44999999995,13.88,71.32060771328399,13.70105245217095,14.285714285714288,43.3645367502422,84.41633376765843,48.21,Average
133,Rajata Khurana,835367.0,464853.0,92100.0,146289.06,1047083.0,563428.0,149532.0,370514.0,44.35,11.03,310.87192039162187,54189.06,53.81,74.8422282820413,2.3499083897907878,55.38287361053932,14.595564615202603,97.87262477792521,55.03,Average
134,Harrison Tak,1050273.0,638267.0,2200361.0,2350751.07,771403.0,361811.0,109638.0,412006.0,39.23,209.5,582.1585581641401,150390.06999999983,46.9,70.8531359563693,44.63334611615322,48.27089337175793,23.810701803877663,96.01614166246662,61.42,Good
135,Nathan Gaba,1694395.0,1256782.0,689747.0,950968.59,1083436.0,625176.0,83775.0,437613.0,25.83,40.71,1500.1874067442554,261221.59,57.7,60.412933385274634,8.673143295410968,59.38657883902842,34.427301999960704,89.73383793056671,53.13,Average
136,Yagnesh Chowdhury,1890771.0,1146280.0,494582.0,570431.27,865702.0,666526.0,97853.0,744491.0,39.37,26.16,1171.4306153107211,75849.27000000002,76.99,70.9622126996494,5.573309472069539,79.24042815973652,16.6704056868869,91.98360385121805,58.32,Average
137,Isaac Kamdar,929779.0,643076.0,784462.0,960677.4,1290860.0,827727.0,210743.0,286703.0,30.84,84.37,305.1470274220259,176215.40000000002,64.12,64.31632255551227,17.974775235416935,65.99423631123919,26.28452155787825,97.9118016692868,58.3,Average
138,Tanay Savant,2011672.0,844620.0,786160.0,1133389.7000000002,1434813.0,546834.0,133009.0,1167052.0,58.01,39.08,635.0096610003835,347229.7000000002,38.11,85.48500194779899,8.32587668839746,39.223960477562784,42.6660568008579,95.65446819098837,58.55,Average
139,Gavin Raghavan,638858.0,489007.0,1867125.0,2514809.87,1323839.0,929874.0,238361.0,149851.0,23.46,292.26,205.15394716417535,647684.8700000001,70.24,58.56641994546163,62.26511568452,72.29312474269246,71.44679008626407,98.59607962225054,71.35,Good
140,Lakshit Varghese,3229458.0,1534933.0,1630156.0,1928906.82,2107168.0,565313.0,254780.0,1694525.0,52.47,50.48,602.4542742758458,298750.82000000007,26.83,81.16867939228672,10.754612467510333,27.61424454508028,38.022243498343535,95.87725294097672,55.0,Average
141,Falan Prakash,2839490.0,1499295.0,1128920.0,1418118.13,2183968.0,1174141.0,146247.0,1340195.0,47.2,39.76,1025.1800036923837,289198.1300000001,53.76,77.06271912738606,8.470748647151561,55.3314121037464,37.107187108905585,92.98443379744859,58.19,Average
142,Warinder Nazareth,1251662.0,861689.0,1784491.0,2431473.01,1575567.0,460443.0,99212.0,389973.0,31.16,142.57,868.5330403580211,646982.0100000002,29.22,64.56564082586678,30.37411052878265,30.074104569781802,71.37946281678497,94.05640860942573,57.41,Average
143,Victor Zacharia,4471081.0,1386571.0,1134704.0,1372402.05,239003.0,84762.0,135240.0,3084510.0,68.99,25.38,1025.2669328601005,237698.05000000005,35.46,94.03973509933775,5.407132813498658,36.49650061753809,32.173971725535466,92.98383891915518,58.41,Average
144,Damyanti Patil,2990219.0,1568660.0,963693.0,1203876.38,1968876.0,448864.0,110548.0,1421559.0,47.54,32.23,1418.9854180989255,240183.3799999999,22.8,77.32761978963771,6.866504750948059,23.46644709757102,32.41204258268269,90.28952368825641,50.56,Average
145,Andrew Raju,3347334.0,1596722.0,1204760.0,1332610.5,365803.0,52536.0,137168.0,1750612.0,52.3,35.99,1164.0630467747578,127850.5,14.36,81.03622906116088,7.667561464058973,14.779744750926307,21.651626449848184,92.03402198718415,49.37,Average
146,Christopher Kothari,3169934.0,1395726.0,1021372.0,1236867.43,1358308.0,779925.0,269418.0,1774208.0,55.97,32.22,518.0522459523862,215495.42999999996,57.42,83.89559797428906,6.8643742809663815,59.09839440098806,30.04717296065741,96.45483738000223,60.66,Good
147,Chaaya Cherian,1764904.0,1363524.0,1378492.0,1677300.1,4047393.0,2135037.0,90561.0,401380.0,22.74,78.11,1505.6415013085102,298808.09999999986,52.75,58.00545383716401,16.64110102688653,54.291889666529435,38.02773037481359,89.6965141812225,53.33,Average
148,Samesh Narasimhan,2259779.0,1706393.0,1285247.0,1464271.9,1710510.0,1166420.0,149576.0,553386.0,24.49,56.87,1140.8200513451354,179024.8999999999,68.19,59.36891312816518,12.115982785802547,70.18320296418278,26.553644802338795,92.1930796869001,55.36,Average
149,Omya Rai,1232996.0,616239.0,1643484.0,1998610.7,2495737.0,1189810.0,156909.0,616757.0,50.02,133.29,392.7365543085483,355126.69999999995,47.67,79.25983638488509,28.397034385785503,49.063400576368885,43.42251391475894,97.31240437094958,63.07,Good
150,Mason Toor,1015855.0,959040.0,1772020.0,2188423.34,2323976.0,599095.0,136691.0,56815.0,5.59,174.44,701.6116642646554,416403.3399999999,25.78,44.643552785352554,37.163918360390305,26.533552902428987,49.29223029363119,95.19869382800806,50.1,Average
151,Teerth Patil,2919709.0,1228464.0,1014913.0,1358886.3,1824449.0,688930.0,139173.0,1691245.0,57.93,34.76,882.6884525015627,343973.30000000005,37.76,85.42267238021036,7.405513656312582,38.86372993001235,42.3541248082395,93.95953954188663,57.91,Average
152,Ati Sahota,3403823.0,1351835.0,1794371.0,1972552.5,1507948.0,803720.0,89197.0,2051988.0,60.28,52.72,1515.5610614706773,178181.5,53.3,87.25360342812623,11.231837743406196,54.857966241251546,26.472855144257995,89.62863212073827,59.97,Average
153,Ekbal Krishna,2412550.0,1680000.0,444701.0,688160.63,2304433.0,1417455.0,308940.0,732550.0,30.36,18.43,543.7949116333269,243459.63,61.51,63.94234514998052,3.926456176232477,63.307945656648826,32.72587601555826,96.27867380417719,55.16,Average
154,Naveen Karpe,2931811.0,1588634.0,0.0,0.0,690127.0,379905.0,144507.0,1343177.0,45.81,0.0,1099.3474364563656,0.0,55.05,75.97974289053371,0.0,56.65911897900371,9.404770651341462,92.47688728585557,53.56,Average
155,Bina Garde,1153659.0,560256.0,1149390.0,1202284.36,1177930.0,971340.0,124883.0,593403.0,51.44,99.63,448.6247127311163,52894.35999999987,82.46,80.36618620958318,21.225872427457496,84.87031700288185,14.471544731022812,96.92994755952131,66.16,Good
156,Krishna Pal,2992640.0,1567737.0,1592760.0,1757602.19,985583.0,409430.0,157504.0,1424903.0,47.61,53.22,995.363292360829,164842.18999999994,41.54,77.38215816127776,11.338361242490093,42.75421984355702,25.19507675448573,93.18847709865959,55.19,Average
157,Madhavi Varma,2586027.0,1006742.0,427709.0,554545.0,1637325.0,954346.0,179705.0,1579285.0,61.07,16.54,560.219248212348,126836.0,58.29,87.8691079080639,3.523797349695343,59.993824619184856,21.554447047283585,96.1662779125405,60.45,Good
158,Chameli Rege,3079230.0,1494947.0,2102031.0,2561036.23,936040.0,686205.0,125308.0,1584283.0,51.45,68.26,1193.0180036390334,459005.23,73.31,80.37397740553175,14.542588094933745,75.45286125977769,53.37308413130759,91.83587588987274,65.82,Good
159,Priya Sem,1933034.0,1787993.0,1222403.0,1483889.73,1905707.0,1053799.0,297424.0,145041.0,7.5,63.24,601.1596239711657,261486.73,55.3,46.13167121153097,13.473092164131408,56.9164265129683,34.4526998775319,95.88611256064246,50.54,Average
160,George Lall,1707373.0,1112437.0,518208.0,533646.46,2848451.0,1252367.0,98536.0,594936.0,34.85,30.35,1128.9650483072176,15438.459999999965,43.97,67.4405921308921,6.465976394392603,45.25524907369288,10.883627545690828,92.27420647277616,50.12,Average
161,Ekbal Sathe,1025831.0,434881.0,2252797.0,2698981.71,2734710.0,1501790.0,157742.0,590950.0,57.61,219.61,275.691318735657,446184.71,54.92,85.17335410985586,46.78725126762964,56.52531906134212,52.1450008645087,98.11337453803961,71.05,Good
162,Jyoti Chopra,1031031.0,776940.0,1713248.0,2276296.5700000003,378171.0,64949.0,139724.0,254091.0,24.64,166.17,556.0533623429046,563048.5700000003,17.17,59.48578106739384,35.402019685542626,17.67188143268835,63.33944157046513,96.19478612378543,54.03,Average
163,Aadhya Keer,2197542.0,1507199.0,617914.0,574441.4400000001,820746.0,427959.0,15911.0,690343.0,31.41,28.12,9472.685563446672,-43472.55999999994,52.14,64.76042072458122,5.990881588478419,53.66405928365583,5.240514950253625,35.176015483175576,38.92,Poor
164,Mugdha Bali,3466874.0,1657151.0,1281869.0,1608449.14,2326349.0,1148310.0,183783.0,1809723.0,52.2,36.97,901.6889483793386,326580.14000000013,49.36,80.9583171016751,7.87634752226341,50.80279950596953,40.68802633853969,93.82951434023254,58.86,Average
165,Udant Date,2705546.0,1045216.0,1897013.0,1893832.7,324281.0,315079.0,102171.0,1660330.0,61.37,70.12,1023.0065282712316,-3180.3000000000466,97.16,88.10284378652123,14.938855511525844,100.0,9.100128311295927,92.99930743978632,68.93,Good
166,Rudra Bal,3122745.0,1430031.0,1120583.0,1428621.48,2264377.0,1208179.0,18863.0,1692714.0,54.21,35.88,7581.142978317341,308038.48,53.36,82.52434748733931,7.644126294260515,54.91972004940304,38.91191254715881,48.120320076636936,50.79,Average
167,Ranveer Bhagat,1175912.0,520201.0,1594886.0,1682205.47,2680384.0,1191919.0,258436.0,655711.0,55.76,135.63,201.28813323221223,87319.46999999997,44.47,83.73198285936891,28.895564361498145,45.769864141622065,17.769141205168264,98.62253436528957,61.55,Good
168,Laksh Mohan,1622838.0,803138.0,434567.0,531168.45,710706.0,313383.0,161589.0,819700.0,50.51,26.78,497.0251687924302,96601.44999999995,44.09,79.64160498636541,5.705398610933572,45.37875668999589,18.658266164277716,96.59873099022728,55.29,Average
169,Unnati Bhandari,3308266.0,1522104.0,346291.0,295219.27,1169751.0,443045.0,75937.0,1786162.0,53.99,10.47,2004.429988016382,-51071.72999999998,37.88,82.3529411764706,2.2306020708168224,38.98723754631536,4.512587103445527,86.28317834072018,50.66,Average
170,Karan Anne,1180243.0,768889.0,618549.0,792905.3,2339523.0,1087265.0,92560.0,411354.0,34.85,52.41,830.6925237683664,174356.30000000005,46.47,67.4405921308921,11.165793173974178,47.82832441333883,26.106437548703443,94.31536084056302,53.5,Average
171,Bhavya Raghavan,617102.0,539392.0,1145659.0,1170693.48,3363099.0,2007082.0,105062.0,77710.0,12.59,185.65,513.4035141154746,25034.47999999998,59.68,50.09738994935723,39.55217520985129,61.42445450802799,11.802834534944578,96.48664982839402,55.7,Average
172,Gauri Kara,520597.0,309980.0,446376.0,391657.24,1960558.0,1023074.0,21157.0,210617.0,40.46,85.74,1465.1415607127665,-54718.76000000001,52.18,71.81145305804442,18.266649622906815,53.70522848909016,4.16323649079381,89.97366552384086,54.35,Average
173,Ucchal Minhas,2291210.0,991165.0,1383081.0,1588458.73,870294.0,60402.0,164448.0,1300045.0,56.74,60.36,602.7224411364078,205377.73,6.94,84.49552006232958,12.859516809408156,7.142857142857144,29.077994014055314,95.87541780728621,51.43,Average
174,Hitesh Date,1139501.0,488758.0,528728.0,561479.88,1797898.0,979031.0,96378.0,650743.0,57.11,46.4,507.1261076179211,32751.880000000005,54.45,84.78379431242695,9.885380714985725,56.041580897488686,12.54208768561193,96.52960770964931,59.18,Average
175,Dev Loyal,1556294.0,914621.0,1922397.0,2349922.18,1720056.0,881197.0,151494.0,641673.0,41.23,123.52,603.7341412861235,427525.1799999997,51.23,72.41137514608492,26.31556521368614,52.727459860024695,50.357596253827374,95.8684944871357,61.74,Good
176,Dipta Sinha,930902.0,1066749.0,1472896.0,1749849.23,1193492.0,366095.0,153406.0,-135847.0,-14.59,158.22,695.3763216562585,276953.23,30.67,28.92091936112194,33.70829605010866,31.566488266776453,35.93424273585161,95.24136385542495,44.37,Average
177,Nachiket Halder,2680542.0,887326.0,722704.0,952380.74,0.0,0.0,216934.0,1793216.0,66.9,26.96,409.0303963417445,229676.74,0.0,92.41137514608494,5.743747070603775,0.0,31.405606901892853,97.20090148651359,51.45,Average
178,Chakradhar Chana,984784.0,373565.0,569042.0,695599.6,1444731.0,584578.0,116100.0,611219.0,62.07,57.78,321.7614125753661,126557.59999999998,40.46,88.6482275029217,12.309855554135241,41.642651296829975,21.527778988462504,97.79810522716139,59.1,Average
179,Balveer Sem,1258349.0,515064.0,2106945.0,2383382.04,1785450.0,1426372.0,132670.0,743285.0,59.07,167.44,388.22944147131983,276437.04000000004,79.89,86.31086871834826,35.67258937321573,82.22519555372581,35.88479666802528,97.34324768468771,72.53,Good
180,Hritik Johal,754162.0,538866.0,1247127.0,1750004.61,1529977.0,646062.0,124209.0,215296.0,28.55,165.37,433.8381276719078,502877.6100000001,42.23,62.5321386832879,35.2315820870084,43.4643886372993,57.575638766583104,97.03113590305017,59.66,Average
181,Idika Prabhakar,1323864.0,431491.0,1355112.0,1637316.69,2199278.0,1154876.0,7325.0,892373.0,67.41,102.36,5890.662116040956,282204.68999999994,52.51,92.80872613946242,21.80749073245558,54.044874433923425,36.437282406025965,59.68870841890974,58.59,Average
182,Quincy Narayanan,3281816.0,1771021.0,1104730.0,1263241.04,3010588.0,1963927.0,132923.0,1510795.0,46.04,33.66,1332.366106693349,158511.04000000004,65.23,76.15894039735099,7.171161958328007,67.13668176204199,24.588613102887066,90.88228155652983,58.34,Average
183,Laban Prakash,1840961.0,1487392.0,1570608.0,1932110.65,0.0,0.0,88143.0,353569.0,19.21,85.31,1687.4760332641276,361502.6499999999,0.0,55.25516166731593,18.175039413694662,0.0,44.03326897812192,88.45217446307544,42.31,Average
184,Fitan Parekh,3000569.0,1661938.0,524468.0,531477.97,3178916.0,1530910.0,216642.0,1338631.0,44.61,17.48,767.1356431347568,7009.969999999972,48.16,75.04479937670432,3.724061527973071,49.56772334293948,10.076258770213565,94.75029665876743,53.13,Average
185,Omkaar Pant,878412.0,409947.0,2293684.0,3136843.11,1144689.0,705617.0,104472.0,468465.0,53.33,261.12,392.398920284861,843159.1099999999,61.64,81.83872224386442,55.63083216157485,63.44174557431042,90.17135377277832,97.31471488601706,76.85,Good
186,Widisha Kuruvilla,1014835.0,349107.0,1017697.0,1171512.67,826101.0,333981.0,193965.0,665728.0,65.6,100.28,179.9845332920888,153815.66999999993,40.43,91.39851967276978,21.364352976266566,41.61177439275422,24.138841539141627,98.76832029087757,62.18,Good
187,Akshay Rout,1046562.0,451998.0,1581819.0,2038779.48,0.0,0.0,143422.0,594564.0,56.81,151.14,315.1524870661405,456960.48,0.0,84.55005843396962,32.19992330308066,0.0,53.17721662673001,97.84333177690944,56.69,Average
188,Siddharth Gaba,1089457.0,406028.0,131497.0,158300.03,1655981.0,1288708.0,85233.0,683429.0,62.73,12.07,476.3741743221522,26803.03,77.82,89.16244643552785,2.5714772678852955,80.09468917249897,11.972244719671657,96.74005097143346,63.83,Good
189,Omisha Palla,2537966.0,859593.0,1564755.0,2167221.7,3930899.0,2132815.0,244501.0,1678373.0,66.13,61.65,351.57034122559827,602466.6999999997,54.26,91.8114530580444,13.13434743704461,55.84602717167558,67.11532163316949,97.5941151848082,67.57,Good
190,Rayaan Dayal,3557224.0,1678971.0,567639.0,791502.1499999999,1629259.0,621863.0,40883.0,1878253.0,52.8,15.96,4106.770540322384,223863.1499999999,38.17,81.42578885858978,3.400230090758021,39.28571428571429,30.84872055102491,71.89632991225936,50.43,Average
191,Jagat Misra,2136925.0,1462157.0,786117.0,944119.74,2735734.0,1694028.0,69858.0,674768.0,31.58,36.79,2093.041598671591,158002.74,61.92,64.89287105570705,7.837999062593208,63.72993001235076,24.539922821641536,85.67678666450011,53.37,Average
192,Vritti Deol,2704271.0,1107288.0,474168.0,455431.32,157673.0,13985.0,180130.0,1596983.0,59.05,17.53,614.716038416699,-18736.679999999997,8.87,86.2952863264511,3.734713877881461,9.129271305063812,7.609975808124074,95.79334258593623,48.38,Average
193,Ronith Saraf,633139.0,378875.0,975492.0,1126940.42,1185570.0,384977.0,99397.0,254264.0,40.16,154.07,381.17347606064567,151448.41999999993,32.47,71.57771717958707,32.8241510077123,33.41910251132153,23.91208161728747,97.39153344161157,56.59,Average
194,Faris Raval,4193208.0,1468388.0,494639.0,549013.5800000001,1078553.0,192952.0,135716.0,2724820.0,64.98,11.8,1081.9564384449882,54374.58000000008,17.89,90.91546552395793,2.513954578379991,18.412927130506382,14.613335657848033,92.59589828630214,51.44,Average
195,Watika Muni,1845221.0,936643.0,1823435.0,2376964.61,143791.0,98288.0,135232.0,908578.0,49.24,98.82,692.6193504495977,553529.6099999999,68.35,78.652123100896,21.05330435894158,70.34787978592013,62.427616192607715,95.26023050708534,67.17,Good
196,Hemangini Dubey,2049179.0,960044.0,1436107.0,1652191.55,1159565.0,83085.0,0.0,1089135.0,53.15,70.08,0.0,216084.55000000005,7.17,81.69848071679003,14.93033363159913,7.37958007410457,30.10360502535811,100.0,51.98,Average
197,Xalak Korpal,1589188.0,784289.0,266180.0,347276.78,1605915.0,445570.0,168510.0,804899.0,50.65,16.75,465.425790754258,81096.78000000003,27.75,79.7506817296455,3.5685372193105804,28.561136270069987,17.17306698481864,96.8149735308424,51.43,Average
198,Amol Menon,1627041.0,773166.0,551665.0,502437.46,3479628.0,1245959.0,72466.0,853875.0,52.48,33.91,1066.9362183644744,-49227.53999999998,35.81,81.17647058823529,7.224423707869955,36.85673116508852,4.689242877142526,92.69868545340667,52.18,Average
199,Forum Shroff,3217730.0,1542009.0,1442925.0,1640153.9,2291895.0,1622489.0,196826.0,1675721.0,52.08,44.84,783.4376555942813,197228.8999999999,70.79,80.86482275029216,9.553027397843964,72.85920131741457,28.297413993354994,94.63873786203641,62.5,Good
200,Devansh Keer,1457239.0,861399.0,670782.0,887660.1000000001,1114164.0,843273.0,55585.0,595840.0,40.89,46.03,1549.6968606638482,216878.1000000001,75.69,72.14647448383327,9.806553325663641,77.90242898312063,30.179619529946716,89.39503220827982,60.08,Good
201,Chavvi Bajwa,1059965.0,447637.0,692157.0,711168.76,883213.0,579705.0,97225.0,612328.0,57.77,65.3,460.4134739007457,19011.76000000001,65.64,85.29801324503312,13.911968980357067,67.55866611774393,11.225915529115255,96.84927408351346,62.38,Good
202,Harinakshi Singhal,813040.0,414069.0,1312873.0,1410949.27,1924694.0,1185663.0,246371.0,398971.0,49.07,161.48,168.06726441017815,98076.27000000002,61.6,78.51967276977017,34.40282926413566,63.40057636887608,18.79953982272062,98.84987317768137,64.77,Good
203,Vinaya Dora,2624816.0,1679056.0,969212.0,1233117.54,402212.0,46783.0,103865.0,945760.0,36.03,36.92,1616.5753622490734,263905.54000000004,11.63,68.35995325282433,7.865695172355022,11.969946480032936,34.68439875453267,88.93736569731715,45.73,Average
204,Priya Menon,1927318.0,1003126.0,557872.0,724561.35,2007100.0,1656081.0,264699.0,924192.0,47.95,28.95,378.9685642937827,166689.34999999998,82.51,77.64705882352942,6.167710596957689,84.92177850967477,25.372017025793,97.40662221081844,63.53,Good
205,Ryan Balay,2106215.0,967695.0,845075.0,823528.89,1568945.0,1293207.0,134698.0,1138520.0,54.06,40.12,718.4182393205541,-21546.109999999982,82.43,82.40747954811066,8.547445566491968,84.83944009880611,7.3408592689943974,95.08368218174289,63.15,Good
206,Yamini Rai,2591974.0,1050050.0,1023700.0,1286280.27,1003850.0,693473.0,88651.0,1541924.0,59.49,39.49,1184.4762044421384,262580.27,69.08,86.63809894818856,8.413225957646258,71.09921778509674,34.557450556566394,91.89432958340839,63.73,Good
207,Gayathri Bhatnagar,2839720.0,1502131.0,990177.0,1123150.79,836387.0,419691.0,203307.0,1337589.0,47.1,34.87,738.8486377744002,132973.79000000004,50.18,76.98480716790029,7.42894882611104,51.646768217373406,22.14238865917808,94.9438717949023,56.11,Average
208,Eshana Johal,1092023.0,560711.0,937872.0,1202027.04,1791924.0,1376972.0,152867.0,531312.0,48.65,85.88,366.7966271333905,264155.04000000004,76.84,78.19244253992989,18.296476202650304,79.08604363935777,34.708298469604,97.48991785709956,65.9,Good
209,Liam Sen,1144119.0,406749.0,935039.0,1331379.18,1647432.0,948962.0,199432.0,737370.0,64.45,81.73,203.9537285891933,396340.17999999993,57.6,90.50253213868329,17.412331160253952,59.28365582544257,47.37037134601373,98.60429302169258,66.95,Good
210,Warda Barad,1980982.0,817576.0,1261870.0,1471594.06,1593020.0,989291.0,44874.0,1163406.0,58.73,63.7,1821.9369790970272,209724.06000000008,62.1,86.04596805609661,13.571093783288593,63.91519143680527,29.494330882215586,87.53202418336764,61.77,Good
211,Pratyush Chander,3843224.0,1230140.0,1231440.0,1803777.52,767026.0,443443.0,163779.0,2613084.0,67.99,32.04,751.0975155544971,572337.52,57.81,93.26061550447994,6.826025821296177,59.49979415397283,64.22923418894949,94.86004962448956,66.64,Good
212,Yasti Taneja,3041529.0,1418138.0,1251548.0,1542993.41,199030.0,37776.0,137701.0,1623391.0,53.37,41.15,1029.8676117094285,291445.4099999999,18.98,81.86988702765875,8.766883974604797,19.534787978592014,37.322455051532835,92.95235530951794,52.54,Average
213,Umang Sundaram,1680828.0,918672.0,858031.0,867243.79,125755.0,112425.0,98074.0,762156.0,45.34,51.05,936.71309419418,9212.790000000035,89.4,75.61355668095054,10.876049256465976,92.013174145739,10.28726786982653,93.58983524703247,63.01,Good
