user_id,name,age,gender,occupation,city,registration_date,age_group,registration_year,registration_month
326,Elijah Sami,30,Male,Accountant,Pune,2025-08-13,26-35,2025,August
327,Oscar Parsa,26,Male,Manager,Chennai,2024-08-15,26-35,2024,August
328,Onveer Bajaj,36,Female,Student,Hyderabad,2025-09-18,36-45,2025,September
329,Zayyan Cheema,53,Female,Accountant,Mumbai,2025-10-25,46-60,2025,October
330,Vyanjana Sen,39,Female,Doctor,Pune,2024-11-22,36-45,2024,November
331,Aarini Bawa,56,Male,Manager,Bangalore,2024-08-30,46-60,2024,August
332,Ikshita Varghese,36,Male,Manager,Delhi,2025-07-26,36-45,2025,July
333,Chakradhar Mandal,53,Female,Manager,Ahmedabad,2024-12-06,46-60,2024,December
334,Charles Roy,31,Male,Teacher,Hyderabad,2025-05-25,26-35,2025,May
335,Alka Pandey,34,Male,Accountant,Mumbai,2025-04-20,26-35,2025,April
336,Arunima Mahal,55,Male,Doctor,Kolkata,2024-08-15,46-60,2024,August
337,Maanas Barad,59,Female,Teacher,Hyderabad,2025-02-07,46-60,2025,February
338,Kashish Dixit,33,Male,Business Owner,Ahmedabad,2026-03-14,26-35,2026,March
339,Krishna Kaul,43,Female,Doctor,Kolkata,2024-09-27,36-45,2024,September
340,Harsh Kothari,56,Female,Software Developer,Delhi,2025-05-16,46-60,2025,May
341,Daniel Soni,26,Male,Banker,Bangalore,2025-11-25,26-35,2025,November
342,Udarsh Mannan,32,Male,Student,Pune,2026-01-23,26-35,2026,January
343,Sai Keer,28,Male,Lawyer,Hyderabad,2026-05-31,26-35,2026,May
344,Vritti Varty,37,Male,Software Developer,Pune,2024-12-30,36-45,2024,December
345,Anmol Dhingra,50,Female,Lawyer,Chennai,2026-06-20,46-60,2026,June
346,Harshil Sachdeva,41,Male,Engineer,Mumbai,2025-09-13,36-45,2025,September
347,Balvan Master,37,Female,Banker,Kolkata,2024-11-03,36-45,2024,November
348,Tanveer Jhaveri,59,Female,Doctor,Hyderabad,2026-02-16,46-60,2026,February
349,Ekbal Dass,44,Male,Software Developer,Pune,2026-06-03,36-45,2026,June
350,Udarsh Ramachandran,45,Male,Lawyer,Mumbai,2026-01-13,36-45,2026,January
351,Divya Randhawa,26,Male,Banker,Chennai,2025-01-21,26-35,2025,January
352,Tristan Chad,33,Female,Engineer,Ahmedabad,2025-07-28,26-35,2025,July
353,Krishna Dhawan,45,Female,Teacher,Hyderabad,2026-06-08,36-45,2026,June
354,Oviya Kanda,30,Male,Lawyer,Chennai,2025-01-16,26-35,2025,January
355,Ekta Desai,25,Female,Business Owner,Chennai,2025-01-06,18-25,2025,January
356,Simon Munshi,50,Male,Banker,Delhi,2026-06-08,46-60,2026,June
357,Matthew Saha,60,Female,Engineer,Chennai,2025-02-01,46-60,2025,February
358,Hitesh Ray,24,Male,Doctor,Delhi,2024-11-07,18-25,2024,November
359,Farhan Balay,53,Female,Business Owner,Delhi,2025-08-27,46-60,2025,August
360,Ekapad Ravi,42,Male,Manager,Ahmedabad,2025-02-08,36-45,2025,February
361,Vrinda Khare,48,Male,Banker,Mumbai,2026-03-01,46-60,2026,March
362,Ati Pall,34,Female,Accountant,Ahmedabad,2025-08-07,26-35,2025,August
363,Anjali Apte,46,Female,Teacher,Ahmedabad,2025-05-09,46-60,2025,May
364,Harshil Sidhu,28,Female,Doctor,Pune,2024-08-16,26-35,2024,August
365,Triya Zachariah,37,Female,Lawyer,Bangalore,2025-07-02,36-45,2025,July
366,Abhiram Dutt,49,Female,Business Owner,Hyderabad,2026-04-07,46-60,2026,April
367,Girish Singh,52,Female,Banker,Chennai,2026-01-13,46-60,2026,January
368,Tanay Uppal,46,Male,Software Developer,Bangalore,2025-01-22,46-60,2025,January
369,Samarth Ganesan,41,Female,Manager,Ahmedabad,2024-10-20,36-45,2024,October
370,Zaitra Kakar,37,Male,Manager,Mumbai,2025-10-21,36-45,2025,October
371,Shravya Chada,60,Female,Engineer,Hyderabad,2026-02-15,46-60,2026,February
372,Triya Sule,38,Female,Business Owner,Bangalore,2025-04-06,36-45,2025,April
373,Neelima Gandhi,52,Male,Student,Ahmedabad,2026-03-13,46-60,2026,March
374,Udant Gera,34,Male,Accountant,Kolkata,2025-05-18,26-35,2025,May
375,Dhriti Om,34,Female,Teacher,Mumbai,2025-12-09,26-35,2025,December
376,Rachita Gandhi,26,Male,Business Owner,Ahmedabad,2026-05-22,26-35,2026,May
377,Aayush Saran,60,Male,Software Developer,Pune,2026-03-20,46-60,2026,March
378,Indira Rana,49,Female,Lawyer,Bangalore,2024-11-18,46-60,2024,November
379,Tanay Ravel,52,Male,Banker,Mumbai,2025-12-17,46-60,2025,December
380,Imaran Deol,49,Male,Accountant,Delhi,2026-06-15,46-60,2026,June
381,Ekansh Dara,50,Male,Doctor,Hyderabad,2026-07-13,46-60,2026,July
382,Vincent Bera,31,Female,Banker,Pune,2025-01-02,26-35,2025,January
383,Fiyaz Shere,51,Male,Student,Ahmedabad,2025-03-08,46-60,2025,March
384,Alexander Sarraf,26,Female,Teacher,Delhi,2025-10-05,26-35,2025,October
385,Sathvik Roy,37,Female,Teacher,Delhi,2026-01-12,36-45,2026,January
386,Janya Pingle,60,Female,Banker,Hyderabad,2024-07-17,46-60,2024,July
387,Bina Chopra,22,Female,Banker,Hyderabad,2026-04-07,18-25,2026,April
388,Brinda Nair,33,Male,Teacher,Bangalore,2025-01-14,26-35,2025,January
389,Samuel Mital,29,Female,Doctor,Bangalore,2024-08-27,26-35,2024,August
390,Wazir Kata,44,Male,Doctor,Ahmedabad,2025-01-09,36-45,2025,January
391,Mohammed Kala,37,Male,Engineer,Bangalore,2025-09-07,36-45,2025,September
392,Thomas Koshy,58,Male,Teacher,Pune,2026-06-25,46-60,2026,June
393,Advaith More,24,Female,Student,Delhi,2024-10-30,18-25,2024,October
394,Isha Kaur,36,Male,Banker,Pune,2024-07-26,36-45,2024,July
395,Aditya Murty,42,Male,Engineer,Chennai,2026-03-03,36-45,2026,March
396,Gayathri Bassi,58,Female,Doctor,Hyderabad,2025-07-17,46-60,2025,July
397,Upadhriti Oak,36,Female,Student,Kolkata,2024-07-20,36-45,2024,July
398,Sanya Mukhopadhyay,34,Male,Software Developer,Ahmedabad,2025-09-05,26-35,2025,September
399,Laban Murty,59,Male,Business Owner,Chennai,2026-05-27,46-60,2026,May
400,Chavvi Jha,25,Female,Software Developer,Delhi,2025-06-04,18-25,2025,June
401,Bhavya Khalsa,38,Female,Student,Pune,2026-05-10,36-45,2026,May
402,Anamika Balakrishnan,58,Female,Banker,Ahmedabad,2024-09-19,46-60,2024,September
403,Aarush Shere,49,Female,Engineer,Bangalore,2025-08-20,46-60,2025,August
404,Tarak Keer,36,Female,Manager,Bangalore,2024-11-15,36-45,2024,November
405,Wyatt Saini,22,Male,Manager,Hyderabad,2026-01-03,18-25,2026,January
406,Prisha Lalla,51,Female,Student,Pune,2025-05-31,46-60,2025,May
407,Ati Biswas,40,Female,Lawyer,Bangalore,2026-05-27,36-45,2026,May
408,Urvashi Nadkarni,50,Male,Banker,Bangalore,2025-12-03,46-60,2025,December
409,Vedhika Kale,31,Male,Accountant,Bangalore,2025-03-29,26-35,2025,March
410,Jack Kala,29,Male,Manager,Bangalore,2024-08-31,26-35,2024,August
411,Yahvi Keer,56,Female,Engineer,Mumbai,2024-08-11,46-60,2024,August
412,Meera Johal,32,Female,Student,Delhi,2025-10-23,26-35,2025,October
413,Chakrika Mahal,25,Female,Student,Pune,2026-04-15,18-25,2026,April
414,Veda Borde,49,Female,Software Developer,Kolkata,2026-04-25,46-60,2026,April
415,Champak Bhattacharyya,40,Female,Accountant,Ahmedabad,2024-10-11,36-45,2024,October
416,Kala Sathe,37,Male,Manager,Kolkata,2025-05-20,36-45,2025,May
417,Meera Varma,52,Male,Manager,Ahmedabad,2025-03-30,46-60,2025,March
418,Ira Sarraf,36,Female,Engineer,Mumbai,2025-09-07,36-45,2025,September
419,Rayaan Cheema,37,Female,Engineer,Kolkata,2024-09-19,36-45,2024,September
420,Siddharth Khatri,43,Female,Doctor,Chennai,2026-05-07,36-45,2026,May
421,Yagnesh Chakraborty,59,Female,Doctor,Hyderabad,2026-03-29,46-60,2026,March
422,Omya Bhardwaj,48,Female,Accountant,Chennai,2025-09-02,46-60,2025,September
423,Darika Deshpande,59,Female,Engineer,Ahmedabad,2025-08-08,46-60,2025,August
424,Aarush Dhaliwal,45,Male,Engineer,Delhi,2024-08-11,36-45,2024,August
425,Damyanti Batta,50,Female,Doctor,Mumbai,2026-07-04,46-60,2026,July
426,Frederick Keer,46,Male,Engineer,Delhi,2025-12-04,46-60,2025,December
427,Ronith Raman,58,Female,Banker,Kolkata,2025-09-04,46-60,2025,September
428,Charles Dora,53,Male,Manager,Ahmedabad,2024-10-31,46-60,2024,October
429,Xiti Yogi,28,Female,Lawyer,Bangalore,2024-07-26,26-35,2024,July
430,Baghyawati Dar,30,Male,Student,Mumbai,2025-01-10,26-35,2025,January
431,Vinaya Suresh,60,Female,Student,Ahmedabad,2024-10-11,46-60,2024,October
432,Kalpit Kar,42,Male,Engineer,Kolkata,2024-12-03,36-45,2024,December
433,Vincent Gupta,37,Male,Doctor,Hyderabad,2025-01-17,36-45,2025,January
434,Dev Viswanathan,49,Male,Engineer,Pune,2025-12-04,46-60,2025,December
435,Watika Borah,55,Female,Student,Bangalore,2026-04-18,46-60,2026,April
436,Krishna Vig,26,Male,Banker,Hyderabad,2026-01-01,26-35,2026,January
437,Saanvi Din,53,Female,Banker,Pune,2025-09-18,46-60,2025,September
438,Udyati Rege,31,Female,Engineer,Bangalore,2025-07-06,26-35,2025,July
439,Girindra Kurian,47,Female,Manager,Pune,2025-06-18,46-60,2025,June
440,Kiaan Chowdhury,43,Female,Manager,Hyderabad,2025-09-28,36-45,2025,September
441,Ishani Naik,54,Female,Teacher,Chennai,2025-05-09,46-60,2025,May
442,Janya Bhasin,26,Male,Manager,Mumbai,2024-12-27,26-35,2024,December
443,Gautam Bahl,47,Female,Engineer,Pune,2024-09-08,46-60,2024,September
444,Meera Dugar,32,Female,Lawyer,Bangalore,2025-03-26,26-35,2025,March
445,Lavanya Om,42,Male,Business Owner,Bangalore,2024-08-16,36-45,2024,August
446,Frederick Chopra,47,Male,Accountant,Bangalore,2024-11-25,46-60,2024,November
447,Avi Dua,41,Male,Doctor,Ahmedabad,2024-10-08,36-45,2024,October
448,Yashasvi Reddy,49,Male,Manager,Mumbai,2025-11-05,46-60,2025,November
449,Vasudha Talwar,58,Male,Software Developer,Mumbai,2026-02-16,46-60,2026,February
450,Gayathri Choudhury,30,Male,Business Owner,Mumbai,2025-03-07,26-35,2025,March
451,Avi Mangat,34,Female,Manager,Ahmedabad,2025-05-10,26-35,2025,May
452,Amruta Kala,32,Female,Manager,Delhi,2025-03-20,26-35,2025,March
453,Chameli Datta,28,Female,Banker,Kolkata,2026-07-10,26-35,2026,July
454,Hamsini Raghavan,32,Female,Business Owner,Mumbai,2025-12-30,26-35,2025,December
455,Parth Arya,36,Male,Manager,Bangalore,2024-12-08,36-45,2024,December
456,Krish Dâ€™Alia,30,Male,Banker,Delhi,2025-08-07,26-35,2025,August
457,Indali Dhingra,60,Female,Teacher,Delhi,2025-04-15,46-60,2025,April
458,Rushil Solanki,36,Male,Doctor,Chennai,2024-08-31,36-45,2024,August
459,Ronith Rana,35,Male,Engineer,Chennai,2025-11-20,26-35,2025,November
460,Aachal Apte,32,Female,Business Owner,Ahmedabad,2026-05-13,26-35,2026,May
461,Jason Chaudhari,43,Male,Lawyer,Kolkata,2026-03-08,36-45,2026,March
462,Avi Rau,59,Male,Lawyer,Chennai,2026-02-15,46-60,2026,February
463,Veer Chaudhuri,46,Male,Engineer,Ahmedabad,2025-07-06,46-60,2025,July
464,Amruta Viswanathan,33,Male,Business Owner,Kolkata,2026-01-29,26-35,2026,January
465,Amruta Bava,60,Female,Lawyer,Chennai,2025-01-17,46-60,2025,January
466,Akshay Saxena,32,Male,Banker,Delhi,2025-09-17,26-35,2025,September
467,Bina Mohan,22,Female,Lawyer,Delhi,2026-05-19,18-25,2026,May
468,Theodore Rajan,42,Female,Accountant,Chennai,2025-09-16,36-45,2025,September
469,Urvi Kohli,53,Male,Teacher,Ahmedabad,2025-04-23,46-60,2025,April
470,Vinaya Arya,45,Female,Teacher,Delhi,2025-05-24,36-45,2025,May
471,Deepa Kade,29,Male,Software Developer,Kolkata,2026-03-07,26-35,2026,March
472,Tarak Sarin,41,Male,Manager,Hyderabad,2026-04-26,36-45,2026,April
473,Kai Parikh,35,Female,Doctor,Pune,2025-06-17,26-35,2025,June
474,Mugdha Gour,37,Female,Engineer,Ahmedabad,2024-10-04,36-45,2024,October
475,Janaki Cheema,27,Female,Software Developer,Mumbai,2025-10-28,26-35,2025,October
476,Avi Sridhar,40,Male,Banker,Ahmedabad,2026-06-25,36-45,2026,June
477,Wishi Parikh,37,Male,Lawyer,Kolkata,2025-07-21,36-45,2025,July
478,Chaitanya Garde,40,Female,Accountant,Hyderabad,2026-02-09,36-45,2026,February
479,Akshay Sangha,43,Female,Accountant,Bangalore,2025-06-08,36-45,2025,June
480,Fitan Bassi,32,Male,Student,Kolkata,2026-02-27,26-35,2026,February
481,Charita Virk,37,Female,Student,Kolkata,2025-05-22,36-45,2025,May
482,Inaya Saran,28,Male,Doctor,Mumbai,2025-06-29,26-35,2025,June
483,Yadavi Issac,31,Female,Accountant,Chennai,2025-07-17,26-35,2025,July
484,Zaid Butala,24,Female,Business Owner,Kolkata,2024-10-14,18-25,2024,October
485,Chakradev Sehgal,57,Female,Lawyer,Kolkata,2024-09-29,46-60,2024,September
486,Lavanya Dubey,37,Male,Business Owner,Ahmedabad,2025-12-10,36-45,2025,December
487,Unni Srinivas,27,Male,Lawyer,Delhi,2024-07-27,26-35,2024,July
488,Ekaraj Karpe,60,Male,Banker,Bangalore,2026-01-31,46-60,2026,January
489,Sneha Gade,25,Female,Manager,Pune,2026-03-22,18-25,2026,March
490,Unnati Guha,39,Male,Manager,Ahmedabad,2025-01-08,36-45,2025,January
491,Yamini Sarin,47,Male,Accountant,Hyderabad,2025-02-16,46-60,2025,February
492,Amrita Joshi,40,Male,Student,Delhi,2025-07-05,36-45,2025,July
493,Sara Chakraborty,28,Female,Banker,Bangalore,2024-07-18,26-35,2024,July
494,Vedant Dyal,56,Male,Accountant,Kolkata,2025-02-09,46-60,2025,February
495,Arin Borah,29,Male,Engineer,Bangalore,2024-08-07,26-35,2024,August
496,Sara Iyer,54,Male,Lawyer,Ahmedabad,2025-05-10,46-60,2025,May
497,Siddharth Trivedi,39,Female,Teacher,Kolkata,2026-03-29,36-45,2026,March
498,Shivani Kari,51,Male,Business Owner,Chennai,2026-04-24,46-60,2026,April
499,Barkha Saraf,59,Female,Student,Ahmedabad,2025-05-08,46-60,2025,May
500,Anjali Salvi,31,Female,Lawyer,Ahmedabad,2026-05-13,26-35,2026,May
