user_id,name,total_income,total_expense,total_investment,current_investment_value,total_target_amount,current_savings,total_budget,net_savings,savings_rate,investment_rate,budget_utilization,investment_profit,goal_completion
175,Dev Loyal,1556294.0,914621.0,1922397.0,2349922.1799999997,1720056.0,881197.0,151494.0,641673.0,41.23,123.52,603.73,427525.1799999997,51.23
176,Dipta Sinha,930902.0,1066749.0,1472896.0,1749849.23,1193492.0,366095.0,153406.0,-135847.0,-14.59,158.22,695.38,276953.23,30.67
177,Nachiket Halder,2680542.0,887326.0,722704.0,952380.74,0.0,0.0,216934.0,1793216.0,66.9,26.96,409.03,229676.74,0.0
178,Chakradhar Chana,984784.0,373565.0,569042.0,695599.6,1444731.0,584578.0,116100.0,611219.0,62.07,57.78,321.76,126557.59999999998,40.46
179,Balveer Sem,1258349.0,515064.0,2106945.0,2383382.04,1785450.0,1426372.0,132670.0,743285.0,59.07,167.44,388.23,276437.04000000004,79.89
180,Hritik Johal,754162.0,538866.0,1247127.0,1750004.61,1529977.0,646062.0,124209.0,215296.0,28.55,165.37,433.84,502877.6100000001,42.23
181,Idika Prabhakar,1323864.0,431491.0,1355112.0,1637316.69,2199278.0,1154876.0,7325.0,892373.0,67.41,102.36,5890.66,282204.68999999994,52.51
182,Quincy Narayanan,3281816.0,1771021.0,1104730.0,1263241.04,3010588.0,1963927.0,132923.0,1510795.0,46.04,33.66,1332.37,158511.04000000004,65.23
183,Laban Prakash,1840961.0,1487392.0,1570608.0,1932110.65,0.0,0.0,88143.0,353569.0,19.21,85.31,1687.48,361502.6499999999,0.0
184,Fitan Parekh,3000569.0,1661938.0,524468.0,531477.97,3178916.0,1530910.0,216642.0,1338631.0,44.61,17.48,767.14,7009.969999999972,48.16
185,Omkaar Pant,878412.0,409947.0,2293684.0,3136843.11,1144689.0,705617.0,104472.0,468465.0,53.33,261.12,392.4,843159.1099999999,61.64
186,Widisha Kuruvilla,1014835.0,349107.0,1017697.0,1171512.67,826101.0,333981.0,193965.0,665728.0,65.6,100.28,179.98,153815.66999999993,40.43
187,Akshay Rout,1046562.0,451998.0,1581819.0,2038779.48,0.0,0.0,143422.0,594564.0,56.81,151.14,315.15,456960.48,0.0
188,Siddharth Gaba,1089457.0,406028.0,131497.0,158300.03,1655981.0,1288708.0,85233.0,683429.0,62.73,12.07,476.37,26803.03,77.82
189,Omisha Palla,2537966.0,859593.0,1564755.0,2167221.6999999997,3930899.0,2132815.0,244501.0,1678373.0,66.13,61.65,351.57,602466.6999999997,54.26
190,Rayaan Dayal,3557224.0,1678971.0,567639.0,791502.1499999999,1629259.0,621863.0,40883.0,1878253.0,52.8,15.96,4106.77,223863.1499999999,38.17
191,Jagat Misra,2136925.0,1462157.0,786117.0,944119.74,2735734.0,1694028.0,69858.0,674768.0,31.58,36.79,2093.04,158002.74,61.92
192,Vritti Deol,2704271.0,1107288.0,474168.0,455431.32,157673.0,13985.0,180130.0,1596983.0,59.05,17.53,614.72,-18736.679999999993,8.87
193,Ronith Saraf,633139.0,378875.0,975492.0,1126940.42,1185570.0,384977.0,99397.0,254264.0,40.16,154.07,381.17,151448.41999999993,32.47
194,Faris Raval,4193208.0,1468388.0,494639.0,549013.5800000001,1078553.0,192952.0,135716.0,2724820.0,64.98,11.8,1081.96,54374.580000000075,17.89
195,Watika Muni,1845221.0,936643.0,1823435.0,2376964.61,143791.0,98288.0,135232.0,908578.0,49.24,98.82,692.62,553529.6099999999,68.35
196,Hemangini Dubey,2049179.0,960044.0,1436107.0,1652191.55,1159565.0,83085.0,0.0,1089135.0,53.15,70.08,inf,216084.55000000005,7.17
197,Xalak Korpal,1589188.0,784289.0,266180.0,347276.78,1605915.0,445570.0,168510.0,804899.0,50.65,16.75,465.43,81096.78000000003,27.75
198,Amol Menon,1627041.0,773166.0,551665.0,502437.46,3479628.0,1245959.0,72466.0,853875.0,52.48,33.91,1066.94,-49227.53999999998,35.81
199,Forum Shroff,3217730.0,1542009.0,1442925.0,1640153.9,2291895.0,1622489.0,196826.0,1675721.0,52.08,44.84,783.44,197228.8999999999,70.79
200,Devansh Keer,1457239.0,861399.0,670782.0,887660.1000000001,1114164.0,843273.0,55585.0,595840.0,40.89,46.03,1549.7,216878.1000000001,75.69
201,Chavvi Bajwa,1059965.0,447637.0,692157.0,711168.76,883213.0,579705.0,97225.0,612328.0,57.77,65.3,460.41,19011.76000000001,65.64
202,Harinakshi Singhal,813040.0,414069.0,1312873.0,1410949.27,1924694.0,1185663.0,246371.0,398971.0,49.07,161.48,168.07,98076.27000000002,61.6
203,Vinaya Dora,2624816.0,1679056.0,969212.0,1233117.54,402212.0,46783.0,103865.0,945760.0,36.03,36.92,1616.58,263905.54000000004,11.63
204,Priya Menon,1927318.0,1003126.0,557872.0,724561.35,2007100.0,1656081.0,264699.0,924192.0,47.95,28.95,378.97,166689.34999999998,82.51
205,Ryan Balay,2106215.0,967695.0,845075.0,823528.89,1568945.0,1293207.0,134698.0,1138520.0,54.06,40.12,718.42,-21546.109999999986,82.43
206,Yamini Rai,2591974.0,1050050.0,1023700.0,1286280.27,1003850.0,693473.0,88651.0,1541924.0,59.49,39.49,1184.48,262580.27,69.08
207,Gayathri Bhatnagar,2839720.0,1502131.0,990177.0,1123150.79,836387.0,419691.0,203307.0,1337589.0,47.1,34.87,738.85,132973.79000000004,50.18
208,Eshana Johal,1092023.0,560711.0,937872.0,1202027.04,1791924.0,1376972.0,152867.0,531312.0,48.65,85.88,366.8,264155.04000000004,76.84
209,Liam Sen,1144119.0,406749.0,935039.0,1331379.18,1647432.0,948962.0,199432.0,737370.0,64.45,81.73,203.95,396340.17999999993,57.6
210,Warda Barad,1980982.0,817576.0,1261870.0,1471594.06,1593020.0,989291.0,44874.0,1163406.0,58.73,63.7,1821.94,209724.06000000006,62.1
211,Pratyush Chander,3843224.0,1230140.0,1231440.0,1803777.52,767026.0,443443.0,163779.0,2613084.0,67.99,32.04,751.1,572337.52,57.81
212,Yasti Taneja,3041529.0,1418138.0,1251548.0,1542993.41,199030.0,37776.0,137701.0,1623391.0,53.37,41.15,1029.87,291445.4099999999,18.98
213,Umang Sundaram,1680828.0,918672.0,858031.0,867243.79,125755.0,112425.0,98074.0,762156.0,45.34,51.05,936.71,9212.790000000037,89.4
214,Ridhi Balakrishnan,2886474.0,1543595.0,1226074.0,1410073.47,3551319.0,1735111.0,108858.0,1342879.0,46.52,42.48,1417.99,183999.46999999997,48.86
215,Ekantika Venkataraman,1944696.0,912731.0,564871.0,612271.3400000001,2337393.0,1298333.0,128421.0,1031965.0,53.07,29.05,710.73,47400.340000000084,55.55
216,Lajita Bhardwaj,913798.0,420043.0,432623.0,413193.03,979452.0,875869.0,164951.0,493755.0,54.03,47.34,254.65,-19429.969999999972,89.42
217,Widisha Kohli,1887288.0,895682.0,706686.0,891392.74,1506819.0,258425.0,228071.0,991606.0,52.54,37.44,392.72,184706.74,17.15
218,Bhavna Sachar,798546.0,484905.0,1307730.0,1329306.17,1444906.0,960346.0,174014.0,313641.0,39.28,163.76,278.66,21576.169999999925,66.46
219,Januja Pillay,2441956.0,1102553.0,358876.0,300658.06,3228620.0,1862953.0,150756.0,1339403.0,54.85,14.7,731.35,-58217.94,57.7
220,Veda Seth,3929104.0,1529812.0,525745.0,632933.94,3464383.0,2473182.0,162054.0,2399292.0,61.06,13.38,944.01,107188.93999999994,71.39
221,Kritika Khalsa,4269882.0,1588440.0,1753501.0,1862180.29,3912133.0,1826979.0,233651.0,2681442.0,62.8,41.07,679.83,108679.29000000004,46.7
222,Chandresh Kala,933959.0,611505.0,741635.0,959347.67,1654300.0,791906.0,206358.0,322454.0,34.53,79.41,296.33,217712.67000000004,47.87
223,Gauri Vasa,1723980.0,1031564.0,423934.0,473384.2,1347233.0,1182115.0,140448.0,692416.0,40.16,24.59,734.48,49450.20000000001,87.74
224,Jai Nazareth,2361329.0,1356790.0,1713576.0,1999393.53,120317.0,75282.0,187614.0,1004539.0,42.54,72.57,723.18,285817.53,62.57
225,Megha Lata,2226410.0,1695989.0,42047.0,37783.92,1737232.0,367172.0,144574.0,530421.0,23.82,1.89,1173.09,-4263.080000000002,21.14
226,Aarav Mittal,529519.0,498778.0,1047607.0,1463287.35,876381.0,418946.0,172050.0,30741.0,5.81,197.84,289.9,415680.3500000001,47.8
227,Amruta Luthra,2140126.0,917119.0,1834855.0,2356394.29,0.0,0.0,119510.0,1223007.0,57.15,85.74,767.4,521539.29000000004,0.0
228,Ojasvi Kothari,625696.0,569538.0,1318814.0,1888136.55,4788148.0,2179829.0,128539.0,56158.0,8.98,210.78,443.09,569322.55,45.53
229,Ladli Wagle,2939230.0,1821187.0,722113.0,997222.99,962533.0,663317.0,97595.0,1118043.0,38.04,24.57,1866.07,275109.99,68.91
230,Rudra Sekhon,1685977.0,536696.0,726446.0,914807.4199999999,4011950.0,2658351.0,66607.0,1149281.0,68.17,43.09,805.77,188361.41999999993,66.26
231,Chandani Behl,2907219.0,1341495.0,1312952.0,1788532.92,1457200.0,864534.0,84198.0,1565724.0,53.86,45.16,1593.26,475580.9199999999,59.33
232,Lila Buch,1946305.0,771644.0,631922.0,663186.8,2011600.0,1052549.0,121383.0,1174661.0,60.35,32.47,635.71,31264.800000000047,52.32
233,Kevin Kuruvilla,2837695.0,1908712.0,2002654.0,2586064.71,2001064.0,602233.0,260866.0,928983.0,32.74,70.57,731.68,583410.71,30.1
234,Zaitra Mani,2025283.0,1436199.0,313355.0,498125.41,5273220.0,3452622.0,214204.0,589084.0,29.09,15.47,670.48,184770.40999999997,65.47
235,Kala Ravel,3466126.0,1359782.0,418609.0,506353.6,0.0,0.0,137245.0,2106344.0,60.77,12.08,990.77,87744.59999999998,0.0
236,Eesha Shankar,1539986.0,1201382.0,833565.0,983524.29,0.0,0.0,88385.0,338604.0,21.99,54.13,1359.26,149959.29000000004,0.0
237,Gautami Dixit,3006605.0,1236338.0,247684.0,360995.54,611193.0,381518.0,143615.0,1770267.0,58.88,8.24,860.87,113311.53999999998,62.42
238,Vansha Sodhi,635947.0,606119.0,630861.0,852966.52,1763926.0,770390.0,295052.0,29828.0,4.69,99.2,205.43,222105.52000000002,43.67
239,Nihal Palla,690131.0,640346.0,429313.0,556556.5,612534.0,152876.0,47708.0,49785.0,7.21,62.21,1342.22,127243.5,24.96
240,Bhavya Deol,1961673.0,776669.0,1721435.0,2157398.9,2403538.0,1397466.0,168244.0,1185004.0,60.41,87.75,461.63,435963.8999999999,58.14
241,Anika Palla,1384414.0,592698.0,227769.0,252418.74,2929727.0,2155050.0,114869.0,791716.0,57.19,16.45,515.98,24649.73999999999,73.56
242,Kai Banik,1943618.0,985636.0,481112.0,659476.94,2074581.0,1590381.0,60816.0,957982.0,49.29,24.75,1620.69,178364.93999999994,76.66
243,Pratyush Muni,2875746.0,1429395.0,2054410.0,2378219.7399999998,2277725.0,916360.0,241469.0,1446351.0,50.29,71.44,591.96,323809.73999999976,40.23
244,Nicholas Biswas,2391235.0,1072706.0,1830586.0,1935166.37,1790909.0,792403.0,264370.0,1318529.0,55.14,76.55,405.76,104580.37000000011,44.25
245,Oliver Kata,741985.0,424037.0,615222.0,655694.3300000001,4316592.0,2067441.0,129127.0,317948.0,42.85,82.92,328.39,40472.330000000075,47.9
246,Hitesh Sur,3546387.0,1607710.0,1150210.0,1214916.26,1820199.0,1660235.0,50190.0,1938677.0,54.67,32.43,3203.25,64706.26000000001,91.21
247,Ikshita Bassi,579469.0,493665.0,703956.0,784493.58,1443935.0,793941.0,114292.0,85804.0,14.81,121.48,431.93,80537.57999999996,54.98
248,Edhitha Kashyap,1511340.0,1010437.0,1500275.0,2101106.21,2395483.0,1372852.0,56150.0,500903.0,33.14,99.27,1799.53,600831.21,57.31
249,Naveen Borah,1880115.0,918493.0,1789960.0,2066905.0999999999,1407482.0,623620.0,150059.0,961622.0,51.15,95.2,612.09,276945.09999999986,44.31
250,Mekhala Verma,1341551.0,526061.0,527002.0,753564.17,2310363.0,1213139.0,50581.0,815490.0,60.79,39.28,1040.04,226562.17000000004,52.51
251,Qarin Madan,1483505.0,1058765.0,1449471.0,1612470.88,591912.0,524616.0,57483.0,424740.0,28.63,97.71,1841.87,162999.8799999999,88.63
252,Indira Munshi,1334782.0,448394.0,105642.0,159485.25,2492745.0,1236587.0,81614.0,886388.0,66.41,7.91,549.41,53843.25,49.61
253,Wakeeta Srivastava,976345.0,654433.0,406346.0,402624.20999999996,3567772.0,1665137.0,227944.0,321912.0,32.97,41.62,287.1,-3721.7900000000373,46.67
254,Tara Thaker,1393782.0,543614.0,532664.0,757418.48,2500139.0,1090533.0,257945.0,850168.0,61.0,38.22,210.75,224754.47999999998,43.62
255,Neha Chowdhury,719066.0,513409.0,1738398.0,2123606.94,2234779.0,756710.0,149733.0,205657.0,28.6,241.76,342.88,385208.93999999994,33.86
256,Zilmil Brar,1642061.0,1020857.0,1234180.0,1576856.52,1790006.0,796961.0,268675.0,621204.0,37.83,75.16,379.96,342676.52,44.52
257,Manan Thakkar,417650.0,438222.0,1495649.0,1856768.5,1625011.0,771526.0,116441.0,-20572.0,-4.93,358.11,376.35,361119.5,47.48
258,Neel Patla,2280567.0,1139974.0,1004290.0,1345989.45,568439.0,321005.0,73303.0,1140593.0,50.01,44.04,1555.15,341699.44999999995,56.47
259,Mitali Bhasin,680072.0,587821.0,1529356.0,2020688.59,2502007.0,1116596.0,157567.0,92251.0,13.56,224.88,373.06,491332.5900000001,44.63
260,Oscar Manne,3014183.0,1423617.0,1162956.0,1581415.5,773438.0,183881.0,154627.0,1590566.0,52.77,38.58,920.68,418459.5,23.77
261,Divya Johal,1742111.0,812911.0,944222.0,1118695.64,1460418.0,541092.0,200155.0,929200.0,53.34,54.2,406.14,174473.6399999999,37.05
262,Udyati Dutt,2120036.0,1166205.0,974124.0,1335764.83,0.0,0.0,139769.0,953831.0,44.99,45.95,834.38,361640.8300000001,0.0
263,Priya Nadig,881253.0,1110151.0,211986.0,222865.77000000002,2813839.0,1658203.0,82611.0,-228898.0,-25.97,24.06,1343.83,10879.770000000019,58.93
264,Triya Bail,2031117.0,1395701.0,740889.0,1054492.14,1473254.0,742735.0,148832.0,635416.0,31.28,36.48,937.77,313603.1399999999,50.41
265,Bhavani Gulati,3444048.0,1679692.0,856450.0,987332.24,1880403.0,314103.0,201006.0,1764356.0,51.23,24.87,835.64,130882.23999999999,16.7
266,Kamya Vora,450052.0,328207.0,1088588.0,1455062.03,3313761.0,1011201.0,204962.0,121845.0,27.07,241.88,160.13,366474.03,30.52
267,Niharika Palla,1074561.0,536496.0,1521840.0,1662001.93,3807984.0,2432902.0,87046.0,538065.0,50.07,141.62,616.34,140161.92999999993,63.89
268,Kamya Rege,2420629.0,1365526.0,1036678.0,980475.87,2448992.0,1864952.0,156003.0,1055103.0,43.59,42.83,875.32,-56202.130000000005,76.15
269,Abdul Lall,2035378.0,1242781.0,1484737.0,1746284.9,636154.0,433879.0,227211.0,792597.0,38.94,72.95,546.97,261547.8999999999,68.2
270,Aadi Sha,1102243.0,559174.0,156878.0,222471.14,2402725.0,1401332.0,130615.0,543069.0,49.27,14.23,428.11,65593.14000000001,58.32
271,Ethan Chana,1401061.0,506055.0,725171.0,848816.91,314756.0,113704.0,171270.0,895006.0,63.88,51.76,295.47,123645.91000000003,36.12
272,Veda Natt,1090185.0,563353.0,765884.0,1033597.04,616221.0,31919.0,127409.0,526832.0,48.33,70.25,442.16,267713.04000000004,5.18
273,Hredhaan Gill,1234716.0,967968.0,1612025.0,2259276.6,559479.0,310171.0,45079.0,266748.0,21.6,130.56,2147.27,647251.6000000001,55.44
274,Naveen Kade,3613966.0,1538488.0,1354296.0,1480979.5899999999,1430118.0,1159378.0,65156.0,2075478.0,57.43,37.47,2361.24,126683.58999999985,81.07
275,Jeremiah Bala,2542956.0,1463951.0,713164.0,877547.35,904068.0,312184.0,83619.0,1079005.0,42.43,28.04,1750.74,164383.34999999998,34.53
276,Frederick Bhasin,1452640.0,339388.0,937328.0,1039929.75,608011.0,322186.0,177078.0,1113252.0,76.64,64.53,191.66,102601.75,52.99
277,Ganga Kota,1280536.0,449385.0,831475.0,986099.74,3547173.0,1659392.0,197372.0,831151.0,64.91,64.93,227.68,154624.74,46.78
278,Kiaan Krish,2223862.0,947859.0,823457.0,952791.54,2043827.0,1456091.0,39681.0,1276003.0,57.38,37.03,2388.7,129334.54000000004,71.24
279,Hredhaan Issac,548470.0,527552.0,1808013.0,1874762.12,2514369.0,1440009.0,40971.0,20918.0,3.81,329.65,1287.62,66749.12000000011,57.27
280,Amara Zachariah,3369401.0,1433077.0,608859.0,858008.92,2449022.0,1269325.0,91505.0,1936324.0,57.47,18.07,1566.12,249149.92000000004,51.83
281,Yug Tailor,1955575.0,1406020.0,313494.0,338392.5,649296.0,565050.0,106388.0,549555.0,28.1,16.03,1321.6,24898.5,87.03
282,Champak Badal,2280660.0,859030.0,1453031.0,1840888.52,290631.0,207445.0,186828.0,1421630.0,62.33,63.71,459.8,387857.52,71.38
283,Arunima Kar,593683.0,685476.0,1345003.0,1347467.01,2339993.0,1200433.0,201959.0,-91793.0,-15.46,226.55,339.41,2464.0100000000093,51.3
284,Zansi Acharya,867136.0,499083.0,1610287.0,1577078.31,1038496.0,408204.0,49752.0,368053.0,42.44,185.7,1003.14,-33208.689999999944,39.31
285,Yauvani Ganguly,2531123.0,1976813.0,900412.0,856209.8099999999,2388875.0,1660549.0,156402.0,554310.0,21.9,35.57,1263.93,-44202.19000000006,69.51
286,Utkarsh Mander,414567.0,406009.0,1216063.0,1532312.8,2031681.0,1065201.0,202076.0,8558.0,2.06,293.33,200.92,316249.80000000005,52.43
287,Chameli Buch,1255761.0,362876.0,475212.0,627201.04,2113404.0,939236.0,51045.0,892885.0,71.1,37.84,710.89,151989.04000000004,44.44
288,Qadim Kamdar,3627095.0,1702052.0,479262.0,630712.49,1838023.0,1169845.0,77408.0,1925043.0,53.07,13.21,2198.81,151450.49,63.65
289,Maanas Kala,1772871.0,552532.0,1701476.0,2146477.56,458478.0,33649.0,0.0,1220339.0,68.83,95.97,inf,445001.56000000006,7.34
290,Nihal Ravel,623808.0,320521.0,188760.0,248238.04,4425757.0,1538358.0,131825.0,303287.0,48.62,30.26,243.14,59478.04000000001,34.76
291,Lohit Agate,1694293.0,508615.0,637215.0,779965.14,283175.0,103594.0,59693.0,1185678.0,69.98,37.61,852.05,142750.14,36.58
292,Tara Nagarajan,1783405.0,1562212.0,2213334.0,2639592.07,895934.0,680585.0,129453.0,221193.0,12.4,124.11,1206.78,426258.06999999983,75.96
293,Janaki Pillai,931574.0,434196.0,619852.0,767780.5900000001,854767.0,779244.0,234663.0,497378.0,53.39,66.54,185.03,147928.59000000008,91.16
294,Dayita Nanda,1177464.0,972437.0,522007.0,665657.08,1072789.0,887150.0,157307.0,205027.0,17.41,44.33,618.18,143650.07999999996,82.7
295,Saanvi Barad,662936.0,481119.0,1205373.0,1513469.73,1477472.0,1345635.0,135742.0,181817.0,27.43,181.82,354.44,308096.73,91.08
296,Neelima Sachdeva,3943040.0,1576872.0,941977.0,1239063.21,374784.0,98312.0,118486.0,2366168.0,60.01,23.89,1330.85,297086.20999999996,26.23
297,Janani Mann,2295130.0,1110442.0,1336399.0,1417703.76,92072.0,10518.0,105687.0,1184688.0,51.62,58.23,1050.69,81304.76000000001,11.42
298,Qarin Gulati,1727913.0,1645098.0,1306727.0,1614962.37,786335.0,629551.0,157020.0,82815.0,4.79,75.62,1047.7,308235.3700000001,80.06
299,Vasudha Kumar,2439648.0,1609757.0,1147128.0,1228655.3599999999,3410121.0,1664127.0,99397.0,829891.0,34.02,47.02,1619.52,81527.35999999987,48.8
300,Urmi Bose,1161982.0,717524.0,815673.0,1187561.68,1847324.0,833717.0,179205.0,444458.0,38.25,70.2,400.39,371888.67999999993,45.13
301,Wakeeta Wadhwa,1632719.0,1021046.0,0.0,0.0,93978.0,23133.0,105475.0,611673.0,37.46,0.0,968.05,0.0,24.62
302,Sai Sood,3189553.0,1577261.0,969983.0,1307359.1800000002,2335211.0,1653666.0,97643.0,1612292.0,50.55,30.41,1615.33,337376.18000000017,70.81
303,Vidhi Thakkar,3935015.0,1442374.0,462258.0,470354.81,3396974.0,1276551.0,161372.0,2492641.0,63.35,11.75,893.82,8096.809999999998,37.58
304,Devika Baral,2450329.0,1875304.0,871666.0,1202279.83,2813714.0,1009924.0,187985.0,575025.0,23.47,35.57,997.58,330613.8300000001,35.89
305,Hemang Wable,1185986.0,404447.0,809594.0,957481.0800000001,1817884.0,1259510.0,314007.0,781539.0,65.9,68.26,128.8,147887.08000000007,69.28
306,Jatin Kuruvilla,1730529.0,1181098.0,921595.0,1073679.01,3053637.0,2172095.0,244270.0,549431.0,31.75,53.26,483.52,152084.01,71.13
307,Libni Barad,3142596.0,1679110.0,2195959.0,2512525.3,1485564.0,793208.0,98137.0,1463486.0,46.57,69.88,1710.99,316566.2999999998,53.39
308,Kamya Bajaj,874325.0,481389.0,1037826.0,1407029.24,931734.0,343376.0,250305.0,392936.0,44.94,118.7,192.32,369203.24,36.85
309,Yatan Kamdar,2365268.0,1581203.0,179308.0,209601.35,1534083.0,720317.0,96043.0,784065.0,33.15,7.58,1646.35,30293.350000000006,46.95
310,Urvashi Bedi,2980699.0,1501257.0,246642.0,347365.31,2489843.0,1425527.0,123482.0,1479442.0,49.63,8.27,1215.77,100723.31,57.25
311,Alka Sarraf,2190915.0,1046510.0,820081.0,1079232.4,485396.0,209069.0,210294.0,1144405.0,52.23,37.43,497.64,259151.3999999999,43.07
312,Farhan Samra,1904712.0,963707.0,436888.0,511363.79000000004,421328.0,124644.0,104602.0,941005.0,49.4,22.94,921.31,74475.79000000004,29.58
313,Gaurang Seshadri,2197873.0,981942.0,807592.0,798354.19,1167391.0,394279.0,208378.0,1215931.0,55.32,36.74,471.23,-9237.810000000056,33.77
314,Yauvani Nagar,2769837.0,1440954.0,1175478.0,1449011.71,1468540.0,755635.0,74451.0,1328883.0,47.98,42.44,1935.44,273533.70999999996,51.45
315,Gayathri Mital,2015278.0,787329.0,1319013.0,1664150.96,1415563.0,835481.0,60683.0,1227949.0,60.93,65.45,1297.45,345137.95999999996,59.02
316,Charvi Bala,4460245.0,1609434.0,1037722.0,1251548.22,1495449.0,1005038.0,164030.0,2850811.0,63.92,23.27,981.18,213826.21999999997,67.21
317,Quincy Nayar,3251774.0,1566068.0,1770479.0,1908730.9500000002,2674351.0,811433.0,176289.0,1685706.0,51.84,54.45,888.35,138251.9500000002,30.34
318,Watika Kurian,3365150.0,1490938.0,1005836.0,968174.29,819877.0,150009.0,88000.0,1874212.0,55.69,29.89,1694.25,-37661.70999999996,18.3
319,Vrishti Bath,1609532.0,1002697.0,563513.0,679845.23,0.0,0.0,127642.0,606835.0,37.7,35.01,785.55,116332.22999999998,0.0
320,Noah Ahluwalia,1885377.0,448304.0,725319.0,1005455.5599999999,1158322.0,1043955.0,132287.0,1437073.0,76.22,38.47,338.89,280136.55999999994,90.13
321,Upasna Kar,2396876.0,868511.0,1199132.0,1296646.28,1168685.0,676008.0,144738.0,1528365.0,63.76,50.03,600.06,97514.28000000003,57.84
322,Lakshmi Parsa,657061.0,578515.0,728801.0,917883.46,1591164.0,1209537.0,66436.0,78546.0,11.95,110.92,870.79,189082.45999999996,76.02
323,Chasmum Tiwari,2236340.0,1065616.0,1960278.0,2455723.33,826277.0,285990.0,195311.0,1170724.0,52.35,87.66,545.6,495445.3300000001,34.61
324,Chakradhar Rege,4121737.0,1595878.0,1229321.0,1358022.92,2157782.0,526960.0,178639.0,2525859.0,61.28,29.83,893.35,128701.91999999993,24.42
325,Isaac Dube,535914.0,333175.0,1386659.0,1619558.85,998733.0,592101.0,138655.0,202739.0,37.83,258.75,240.29,232899.8500000001,59.29
326,Elijah Sami,1766407.0,1054308.0,2611678.0,3091288.06,1728360.0,1141847.0,138967.0,712099.0,40.31,147.85,758.68,479610.06000000006,66.07
327,Oscar Parsa,1513194.0,545061.0,1775419.0,2125491.55,790435.0,130534.0,170153.0,968133.0,63.98,117.33,320.34,350072.5499999998,16.51
328,Onveer Bajaj,1308440.0,580509.0,1017903.0,1105030.74,2099236.0,965943.0,118515.0,727931.0,55.63,77.8,489.82,87127.73999999999,46.01
329,Zayyan Cheema,1204867.0,978036.0,2405066.0,2918571.41,3120374.0,1326372.0,334451.0,226831.0,18.83,199.61,292.43,513505.41000000015,42.51
330,Vyanjana Sen,1209380.0,1109934.0,318961.0,361297.27,1901041.0,1111922.0,199530.0,99446.0,8.22,26.37,556.27,42336.27000000002,58.49
331,Aarini Bawa,2758635.0,1599080.0,537040.0,679414.96,3246939.0,1340006.0,116372.0,1159555.0,42.03,19.47,1374.11,142374.95999999996,41.27
332,Ikshita Varghese,2922420.0,1090459.0,1212312.0,1656529.45,1347049.0,331470.0,191586.0,1831961.0,62.69,41.48,569.17,444217.44999999995,24.61
333,Chakradhar Mandal,2419625.0,1498864.0,504682.0,622876.74,1989106.0,766899.0,111661.0,920761.0,38.05,20.86,1342.33,118194.73999999999,38.55
334,Charles Roy,1480516.0,514970.0,0.0,0.0,4132301.0,1739727.0,111806.0,965546.0,65.22,0.0,460.59,0.0,42.1
335,Alka Pandey,1491824.0,1028890.0,16501.0,20773.28,587480.0,183875.0,112061.0,462934.0,31.03,1.11,918.15,4272.279999999999,31.3
336,Arunima Mahal,1544713.0,953858.0,2311314.0,2655256.9299999997,987757.0,214366.0,353395.0,590855.0,38.25,149.63,269.91,343942.9299999997,21.7
337,Maanas Barad,1453545.0,946372.0,1033021.0,1585552.68,2203256.0,819921.0,67054.0,507173.0,34.89,71.07,1411.36,552531.6799999999,37.21
338,Kashish Dixit,3382460.0,1481093.0,479792.0,621956.88,1398293.0,931837.0,230392.0,1901367.0,56.21,14.18,642.86,142164.88,66.64
339,Krishna Kaul,3614448.0,1452727.0,1392160.0,1868082.17,1510994.0,1078119.0,80024.0,2161721.0,59.81,38.52,1815.36,475922.1699999999,71.35
340,Harsh Kothari,3622513.0,1529780.0,1921982.0,2073400.11,4046638.0,2051758.0,175418.0,2092733.0,57.77,53.06,872.08,151418.1100000001,50.7
341,Daniel Soni,2775796.0,1763173.0,836133.0,1041504.25,3661854.0,2102949.0,159870.0,1012623.0,36.48,30.12,1102.88,205371.25,57.43
342,Udarsh Mannan,2070411.0,995055.0,1976645.0,2416813.97,2147257.0,1625469.0,146344.0,1075356.0,51.94,95.47,679.94,440168.9700000002,75.7
343,Sai Keer,1143776.0,1281789.0,636252.0,712820.02,604137.0,395360.0,216457.0,-138013.0,-12.07,55.63,592.17,76568.02000000002,65.44
344,Vritti Varty,1115715.0,1093032.0,443452.0,597930.8,0.0,0.0,49786.0,22683.0,2.03,39.75,2195.46,154478.80000000005,0.0
345,Anmol Dhingra,4442925.0,1370600.0,842837.0,996815.26,3421008.0,1183329.0,95926.0,3072325.0,69.15,18.97,1428.81,153978.26,34.59
346,Harshil Sachdeva,903081.0,560778.0,1112234.0,1342299.0,1759614.0,463769.0,160692.0,342303.0,37.9,123.16,348.98,230065.0,26.36
347,Balvan Master,2620838.0,1564062.0,1110966.0,1213620.44,2835776.0,1035223.0,102289.0,1056776.0,40.32,42.39,1529.06,102654.43999999994,36.51
348,Tanveer Jhaveri,1284918.0,1033389.0,2179570.0,2818347.94,2355905.0,1260211.0,257974.0,251529.0,19.58,169.63,400.58,638777.94,53.49
349,Ekbal Dass,1401034.0,598257.0,508022.0,573247.59,3205429.0,1687920.0,138167.0,802777.0,57.3,36.26,433.0,65225.58999999997,52.66
350,Udarsh Ramachandran,2548620.0,1100121.0,2564358.0,3018973.73,85305.0,43568.0,143616.0,1448499.0,56.83,100.62,766.02,454615.73,51.07
